"","UNIQID","Title","DatePublication","Rubrique","Auteur","TypeDocument","Disponibilite","VisuTot","Visu07","Visu08","Visu09","Visu10","Visu11","Visu12","Visu13","Visu14"
"707","T0707","A Fuzzy Set Approach to Using Linguistic Hedges in Geographical Information Systems","08-12-1998","Transversalités Dossiers 1997 10th European Colloquium on Quantitative and Theoretical Geography. Rostock, Germany, September 6-11, 1997","Allan Brimicombe","Article","Texte intégral",1007,24,135,154,204,207,85,91,107
"708","T0708","Choisir les outils d'analyse des objets géographiques en fonction de ses objectifs","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Michel Arnaud","Article","Résumé",1141,24,110,120,68,120,256,250,193
"709","T0709","Research and Transmission","12-01-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",365,24,121,71,27,26,21,49,26
"710","T0710","Universités : courage fuyons !","15-11-2003","Vie Scientifique Débats Débats sur le Web","","Article","Texte intégral",460,24,136,114,47,28,31,51,29
"711","T0711","Démocratie et vacances, éléments de débat","22-04-2002","Vie Scientifique Débats Elections présidentielles 2002 en France","Christophe Terrier","Article","Texte intégral",605,24,114,118,61,70,73,85,60
"712","T0712","Cybergeo and interactivity","12-02-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",449,23,110,77,38,61,65,49,26
"713","T0713","Une famille de distributions : des paretiennes aux « contra-paretiennes »","25-03-2004","Rubriques Systèmes, Modélisation, Géostatistiques 2004","Marc Barbut","Article","Texte intégral",676,23,120,140,105,123,49,41,75
"714","T0714","Concepts pour la description de bases de données multi-représentation","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Christelle Vangenot","Article","Résumé",911,22,146,126,262,168,58,73,56
"715","T0715","Geography at the Summit","12-08-2002","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",376,22,112,82,22,37,26,49,26
"716","T0716","Chercher pour transmettre","12-01-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",390,22,125,86,28,42,23,38,26
"717","T0717","Emploi de la télédétection spatiale pour le suivi du développement de l'aquaculture semi-intensive : application au littoral de la province de Huelva (Andalousie, Espagne )","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Yves-F. ThomasHélène BrouchoudLoïc Menanteau","Article","Texte intégral",2432,22,517,526,368,297,272,244,186
"718","T0718","10th Colloquium on Theoretical and Quantitative Geography, Rostock, Germany, September 6-11th, 1997","06-09-1997","Transversalités Dossiers 1997 10th European Colloquium on Quantitative and Theoretical Geography. Rostock, Germany, September 6-11, 1997","","Editorial","Texte intégral",261,21,64,78,31,30,11,10,16
"719","T0719","Lemoine M., Graciansky P.C. de, Tricart P., 2000, De l´océan à la chaîne de montagnes. Tectonique des plaques dans les Alpes, Paris, Gordon and Breach Science Publishers.","24-01-2001","Vie Scientifique Revue de livres 2001","Bernard Debarbieux","Compte-rendu","Texte intégral",547,21,120,121,45,69,52,83,36
"720","T0720","Regional Transitions and Noise","26-02-1998","Transversalités Dossiers 1998 Fragments of regional science in honour of Jean Paelinck","Walter IsardJosé Lobo","Article","Texte intégral",563,21,100,119,69,48,33,52,121
"721","T0721","A propos du concept de méditerranée. Expérience géographique du monde et mondialisation","03-01-2006","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2006","Jean-Baptiste Arrault","Article","Texte intégral",5360,20,947,897,566,387,430,926,1187
"722","T0722","L'audience","12-05-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",399,20,108,89,44,43,30,40,25
"723","T0723","Extraction automatique d’habitations en milieu rural de PED à partir de données THRS","12-07-2007","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2005","Nicolas DevauxJean-Marie FotsingJean-Pierre Chéry","Article","Texte intégral",2775,19,691,564,417,220,198,320,346
"724","T0724","Geographers paying attention to time","12-01-2003","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",372,19,118,77,28,25,31,49,25
"725","T0725","Un nouveau défi pour les géographes","20-11-2000","Vie Scientifique Débats Faut-il supprimer la géographie ?","Federico Arenas","Article","Texte intégral",469,18,94,108,36,57,54,67,35
"726","T0726","Science and patience","12-06-2001","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",421,18,120,73,38,44,39,57,32
"727","T0727","Modelling in Geography","12-03-2000","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",379,17,120,87,19,29,28,50,29
"728","T0728","Supprimons la géographie !","15-05-1998","Vie Scientifique Débats Faut-il supprimer la géographie ?","Sylvie Rimbert","Article","Texte intégral",563,16,102,97,53,54,77,111,53
"729","T0729","Presentation : 11th Colloquium on Theoretical and Quantitative Geography3-7th September 1999","17-11-1999","Transversalités Dossiers 1999 11th European Colloquium on Quantitative and Theoretical Geography. Durham Castle, UK, September 3-7, 1999","A. Stewart Fotheringham","Article","Texte intégral",239,16,72,76,19,24,14,9,9
"730","T0730","Vers la fin des banlieues industrielles ?","16-06-1999","Transversalités Dossiers 1999 4èmes Rencontres de Théo Quant, Besançon, France 11-12 février 1999","Edwige Dubos-Paillard","Article","Résumé",390,15,75,86,30,47,45,48,44
"731","T0731","10th Colloquium on Theoretical and Quantitative Geography6-11th September 1997","11-09-1997","Transversalités Dossiers 1997 10th European Colloquium on Quantitative and Theoretical Geography. Rostock, Germany, September 6-11, 1997","","Article","Texte intégral",289,14,64,70,28,20,26,34,33
"732","T0732","Cybergeo's audience","12-05-1999","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",376,13,106,78,26,34,27,47,45
"733","T0733","La preuve apportée par les sciences","04-04-1997","Vie Scientifique Débats Exclusion, régression...la question des femmes","","Article","Texte intégral",667,9,66,90,98,238,88,49,29
"734","T0734","Et si les jeux vidéo servaient à comprendre la géographie ?","27-03-2008","Transversalités Science et Toile 2000-2010","Hovig Ter MinassianSamuel Rufat","Article","Texte intégral",16534,0,2946,2701,2122,2407,2008,2412,1938
"735","T0735","Typologie mondiale des relations ville-port","27-03-2008","Rubriques Espace, Société, Territoire 2008","César Ducruet","Article","Texte intégral",18328,0,2660,2781,1980,1880,2749,2809,3469
"736","T0736","Dispositif, format, posture : une méthode d’analyse de l’iconographie géographique","12-03-2008","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2008","Didier Mendibil","Article","Texte intégral",12646,0,2658,1988,1395,1364,1317,1856,2068
"737","T0737","Le parc amazonien de Guyane française : un exemple du difficile compromis entre protection de la nature et développement","27-03-2008","Rubriques Environnement, Nature, Paysage 2008","Moïse Tsayem Demaze","Article","Texte intégral",17379,0,2417,2341,1505,1693,3471,2943,3009
"738","T0738","La gare monumentale de Canfranc à l’épreuve des temps. Grandeur et décadence d’un patrimoine ferroviaire de la montagne aragonaise (Espagne)","14-05-2008","Rubriques Aménagement, Urbanisme 2008","Pascal Desmichel","Article","Texte intégral",21187,0,2308,2856,1837,2528,2682,3981,4995
"739","T0739","La mesure de l’urbanisation aux Etats-Unis, des premiers comptoirs coloniaux aux Metropolitan Areas (1790-2000)","10-07-2008","Rubriques Systèmes, Modélisation, Géostatistiques 2008","Anne BretagnolleTimothée GiraudHélène Mathian","Article","Texte intégral",12781,0,2179,2324,1557,1682,1536,1528,1975
"740","T0740","Télédétections thermiques infrarouges des concentrations urbaines au Maroc","15-05-2008","Rubriques Cartographie, Imagerie, SIG 2008","Sébastien Gadal","Article","Texte intégral",12374,0,2119,3140,1663,1501,1417,1217,1317
"741","T0741","Modélisation de la dynamique potentielle d’un bassin versant et mesure de son efficacité structurelle","15-02-2008","Rubriques Systèmes, Modélisation, Géostatistiques 2008","Johnny DouvinetDaniel DelahayePatrice Langlois","Article","Texte intégral",12388,0,2029,2161,1723,1386,1750,1792,1547
"742","T0742","Présence de la publicité automobile dans la presse écrite belge : Analyse des quotidiens La Libre Belgique et Le Soir et des hebdomadaires Trends-Tendances et Le Vif-L’Express","02-06-2008","Vie Scientifique Débats L'automobile et les émissions de CO2","Pierre Ozer","Article","Texte intégral",6663,0,1922,1387,865,666,770,597,456
"743","T0743","La zone côtière humide de Réghaia dans le littoral Est Algérois (Algérie) : Contribution méthodologique à son plan de gestion","02-07-2008","Rubriques Environnement, Nature, Paysage 2008","Mohamed Larid","Article","Texte intégral",14796,0,1683,2864,2026,1661,2576,2141,1845
"744","T0744","Segregation Analyzer: a C#.Net application for calculating residential segregation indices","26-02-2008","Rubriques Systèmes, Modélisation, Géostatistiques 2008","Philippe ApparicioValera PetkevitchMathieu Charron","Article","Texte intégral",6457,0,1531,1177,820,727,598,708,896
"745","T0745","Extraction d’indices paysagers et analyse quantitative des paysages de « vallées ordinaires » à partir de données images : L’exemple de la Seulles (Calvados, France)","30-06-2008","Rubriques Environnement, Nature, Paysage 2008","Marie-Anne GermaineAnne Puissant","Article","Texte intégral",9766,0,1334,1631,1403,1014,1499,1393,1492
"746","T0746","Dépendance à l’automobile, tension dans les mobilités et stratégies des ménages","23-04-2008","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2006","Cyrille Genre-GrandpierreDidier Josselin","Article","Texte intégral",3802,0,1296,619,483,327,436,248,393
"747","T0747","Quelle « perspective » entre Moscou et Saint-Pétersbourg ?","12-02-2008","Vie Scientifique E-Topiques","Dimitri Issaev","Article","Texte intégral",8949,0,1217,1308,929,1012,1147,1408,1928
"748","T0748","Mai 68 a-t-il changé la géographie ?","27-05-2008","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1468,0,1070,149,61,58,31,64,35
"749","T0749","Une utilisation inattendue des outils de télédétection disponibles sur internet : l’identification des sujets de deux aquarelles du peintre William Turner.","07-05-2008","Vie Scientifique E-Topiques","Roland Courtot","Article","Texte intégral",5982,0,1060,1235,944,953,740,460,590
"750","T0750","La gestion contractualisée des forêts en pays betsileo et tanala (Madagascar)","04-07-2008","Rubriques Environnement, Nature, Paysage 2008","Chantal Blanc-PamardHervé Rakoto Ramiarantsoa","Article","Texte intégral",6454,0,1052,1185,1039,711,636,924,907
"751","T0751","Révision de l'atlas Polmar-Terre du Département de la Manche : vers un SIG opérationnel interservices","06-05-2008","Rubriques Cartographie, Imagerie, SIG 2008","Iwan Le BerreFrédéric QuemmeraisBernard Fichaut","Article","Texte intégral",4987,0,1003,1516,730,525,435,384,394
"752","T0752","Typologie socio-électorale des principales villes françaises : de la veille au lendemain des élections municipales 2008","20-03-2008","Vie Scientifique Débats Elections municipales 2008 France","Céline Colange","Article","Texte intégral",3591,0,977,684,297,304,390,424,515
"753","T0753","Is there a link between fractal dimension and residential environment at a regional level?","25-02-2008","Rubriques Systèmes, Modélisation, Géostatistiques 2008","Isabelle ThomasCécile TannierPierre Frankhauser","Article","Texte intégral",5242,0,850,1079,780,688,527,620,698
"754","T0754","Mobilités internationales des diplômés de l’enseignement supérieur français en phase d’insertion professionnelle : effets sur leurs débuts de carrière lors de leur retour en France","30-06-2008","Rubriques Systèmes, Modélisation, Géostatistiques 2008","Cathy Perret","Article","Texte intégral",1739,0,842,293,178,176,77,85,88
"755","T0755","Eloge de la modestie","13-10-2008","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1376,0,622,323,120,74,67,71,99
"756","T0756","Une catastrophe dans son contexte : l’ouragan Nargis dans la Baie du Bengale (avril-mai 2008)","22-09-2008","Vie Scientifique Débats Les échelles des catastrophes","François Durand-Dastès","Article","Texte intégral",2859,0,591,699,408,288,335,278,260
"757","T0757","Typologie socio-électorale des principales villes françaises à la veille des élections municipales 2008","11-03-2008","Vie Scientifique Débats Elections municipales 2008 France","Céline Colange","Article","Texte intégral",1358,0,482,335,182,139,81,86,53
"758","T0758","Georgia on my mind .....","22-09-2008","Vie Scientifique Débats Des représentations en géopolitique","Bernard Elissalde","Article","Texte intégral",1279,0,471,311,157,96,96,88,60
"759","T0759","Comment organiser la recherche en France ?","05-03-2008","Vie Scientifique Débats La recherche en France","Jean-Pierre Gaudin","Article","Texte intégral",1158,0,462,187,86,85,102,147,89
"760","T0760","Éléments de prospective environnementale dans une réserve de biosphère","25-09-2008","Rubriques Systèmes, Modélisation, Géostatistiques 2008","Françoise GourmelonMichel EtienneMathias RouanChristian KerbiriouMarie CharlesFrédéric BioretFrédérique Chlous-DucharmeYvon GuermeurHarold Levrel","Article","Texte intégral",4958,0,448,944,778,651,782,637,718
"761","T0761","François Etienne, Schulze Hagen (dir.), 2007, Mémoires allemandes, Paris, Gallimard, 800 p.","25-02-2008","Vie Scientifique Revue de livres 2008","Antoine Laporte","Compte-rendu","Texte intégral",1650,0,444,298,146,134,136,182,310
"762","T0762","Publier en temps de guerre : les revues de géographie française de 1939 à 1945","16-09-2008","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2008","Laurent Beauguitte","Article","Texte intégral",2419,0,431,636,339,243,199,305,266
"763","T0763","Saint-Julien T., Le Goix, R. (dir.), 2007, La métropole parisienne, centralités, inégalités, proximités, Paris, Belin, 333 p.","02-01-2008","Vie Scientifique Revue de livres 2008","Gabriel Dupuy","Compte-rendu","Texte intégral",972,0,429,213,100,63,59,45,63
"764","T0764","Le bon sens tout près de chez soi : les projets de programme de géographie pour l’enseignement primaire","03-10-2008","Vie Scientifique Débats Les nouveaux programmes dans le primaire","Micheline RoumégousPascal Clerc","Article","Texte intégral",1775,0,416,346,191,163,202,266,191
